scan_id,rel_path,abs_path,name,ext,size,mtime_ns,ctime_ns,inode,content_hash,hash_algo,scanned_at
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Civil Engineer.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Civil Engineer.md,Civil Engineer.md,.md,1043,1764319890000000000,1773906674046000000,76989,439349361c277aa8760072613d0eedbfc72984d8887b9b8ff9bc9e23e339cacd,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Client Files 33.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Client Files 33.md,Client Files 33.md,.md,5378,1764319922000000000,1773906674142000000,76990,0ac9ad7b7720333a9b8652c8f87bbad8cad26b1217d8b8c7ad6cb6863fa81ed9,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Client Intake 33.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Client Intake 33.md,Client Intake 33.md,.md,259,1764319922000000000,1773906674186000000,76991,0aee9d8c4459425f9297c35e284e974e4587ff0436125393fec4208397ac0c92,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/client json _1.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\client json _1.md,client json _1.md,.md,325,1764319922000000000,1773906674238000000,76992,ca04127d886985731bbb31af6ded1ce4e507e518edd8500fb9dc1e08d954c300,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/client json.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\client json.md,client json.md,.md,338,1764319922000000000,1773906674281000000,76993,8fab26f15288b2e4102e93feae5b3bd13effa9095684716badf4de5a33312d5d,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Client Onboarding.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Client Onboarding.md,Client Onboarding.md,.md,1129,1764319888000000000,1773906674364000000,76994,0f244823e051dcad32c46f4724034ee1b1a3601fd4f20ee5e62806692bd1aaf4,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/client schema json.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\client schema json.md,client schema json.md,.md,359,1764319922000000000,1773906674454000000,76995,f59ff83226927770c6ab307c66b006011f15d04fd5a138ee8bc1d0062b4937d2,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Client Support & FAQs Your Partner in Business Suc.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Client Support & FAQs Your Partner in Business Suc.md,Client Support & FAQs Your Partner in Business Suc.md,.md,1325,1764319888000000000,1773906674493000000,76996,923f97d6e884b19def14402d6a1ed93045c60f81aea257dfda20aa0dc9d57d02,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/client-workspace.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\client-workspace.md,client-workspace.md,.md,1292,1764319922000000000,1773906674528000000,76997,66243b4559a6982c425bf06d6134701bb07431409f274b14703948477453c29a,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/CLIENTOS_SETUP_TODO.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\CLIENTOS_SETUP_TODO.md,CLIENTOS_SETUP_TODO.md,.md,3432,1764319922000000000,1773906674560000000,76998,72da651dd4bfec1df0e6db85cd401c1baaad88522ed54958341e3d7621e2e51c,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Clients can click on financials 8.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Clients can click on financials 8.md,Clients can click on financials 8.md,.md,830,1764319888000000000,1773906674586000000,76999,b76b508b44eb68ca44e261e1c8a3ddcc0c027fa86c94112c46b0f1130fbcf61c,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Clients can see time tracking 8.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Clients can see time tracking 8.md,Clients can see time tracking 8.md,.md,624,1764319890000000000,1773906674612000000,77000,1fc0ad773d63d8bb323739ef94e8e03c16345afcf9cbda7598c6d7f4d9c1cc21,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Code Documentation Template.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Code Documentation Template.md,Code Documentation Template.md,.md,2057,1762695790000000000,1773906674646000000,77001,19d2fa1f9994145d6230730ed69ed77ffdbd58aa5cd0cf4ceb6b8701d7994f74,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,"30_drafts/from_10_flow_10_workbench/ideas/Cody, these SEO, Internet Marketing, and Marketing.md","G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Cody, these SEO, Internet Marketing, and Marketing.md","Cody, these SEO, Internet Marketing, and Marketing.md",.md,422,1764319890000000000,1773906674678000000,77002,baeba5e31f5c0e22c6de22acb4008182b3e4eaf661eafbef6af4fee1e12ecaf5,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Cody_2.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Cody_2.md,Cody_2.md,.md,3973,1762695740000000000,1773906674710000000,77003,2af8f3742ad3641f5c5d3619bfe9ae6fea3770ad1cacc32de0ea93df17cbf8cf,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Cody_3.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Cody_3.md,Cody_3.md,.md,3974,1762695740000000000,1773906674780000000,77004,e29350f7bafa5c6e8c14c092af1760e70ba9366830e30979d18e035e28443027,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Construction & Infrastructure.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Construction & Infrastructure.md,Construction & Infrastructure.md,.md,1283,1764319890000000000,1773906674848000000,77005,77f57526aaf5435b962f5d905fdd767e4b90e6309e14909350d8dfa54d7d38db,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/conversations.json,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\conversations.json,conversations.json,.json,88780422,1756253028000000000,1773906674908000000,77006,4561c4bbaf3ee478e82b0f85e6d164b953c2e631f391af1289f0189bc5cfe38b,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Courtroom Minutes Criminal Case Khe 9.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Courtroom Minutes Criminal Case Khe 9.md,Courtroom Minutes Criminal Case Khe 9.md,.md,1715,1764319890000000000,1773906675265000000,77007,3087bfe7a33405c83f8df241112414efef738d8f1bffddac0154437b927d1118,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Created By Jayson.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Created By Jayson.md,Created By Jayson.md,.md,1365,1764319890000000000,1773906675308000000,77008,97076bc22f24a355c41340dff1fd82779611fd429c0922932c50bf047603ec70,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Creates First Project.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Creates First Project.md,Creates First Project.md,.md,637,1764319890000000000,1773906675361000000,77009,aac64f3e7c7329e9ac52f43f05f0f4ad2961624cc35f72abb2d37cb85a021b04,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/cursor_run_the_application.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\cursor_run_the_application.md,cursor_run_the_application.md,.md,20447,1764319888000000000,1773906675421000000,77010,26788625a22963247781a47e8709aed1588d724fb7e6fcf65350b57ce3b1a2a5,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Daniel's Landscaping LLC.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Daniel's Landscaping LLC.md,Daniel's Landscaping LLC.md,.md,1333,1764319890000000000,1773906675527000000,77011,bc43ba4a170401c5691f5a41c66823b8ed859c9aca8910760468a52e2212ef1d,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/data.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\data.md,data.md,.md,1796,1764319890000000000,1773906675572000000,77012,e8ee9e69fae719917a936f5fc535b220d061bbd8eb6f190af263baba48ea903b,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Davids Tire Shop.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Davids Tire Shop.md,Davids Tire Shop.md,.md,1155,1764319890000000000,1773906675608000000,77013,2bf4435b60bc1e3f4e508cbf59e21fd202bf5229be160df2269b3c697a8762f0,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/db _1.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\db _1.md,db _1.md,.md,451,1764319890000000000,1773906675656000000,77014,3cedb017152fd920d9ea672eb23c6f6a93f4c5ca93fde8269dc99ee2232b9130,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Deminfer Mejias.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Deminfer Mejias.md,Deminfer Mejias.md,.md,1245,1764319892000000000,1773906675846000000,77015,8975f5cbe53fa646d5c8b49de8e3bcda175cf3b4e72285183f9d2c8c4fcb710c,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/DEPLOYMENT.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\DEPLOYMENT.md,DEPLOYMENT.md,.md,2477,1764319892000000000,1773906675889000000,77016,f39af70a445637e2ebf3a87347a5c57440cbba11bd85c44a6043b8e5ae9a893c,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Design guides.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Design guides.md,Design guides.md,.md,267,1762699564000000000,1773906675927000000,77017,e9d22c267ec9b5cfa52e71e04745d5adceb79e663778aae3513125b6feeef5da,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/dev.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\dev.md,dev.md,.md,537,1764319888000000000,1773906675957000000,77018,be8463e7a55960199e3d558959c8d45415d8e9c1c120604cc6e4294165964e5c,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Develop and Communicate Benefits Packages to Emplo.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Develop and Communicate Benefits Packages to Emplo.md,Develop and Communicate Benefits Packages to Emplo.md,.md,2144,1764319890000000000,1773906675990000000,77019,4ecd060d2ecce1b26fea14342bd6b252abe5acc26f52bac943364ebf9484f5ff,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Develop Training Content for Each Mandated Topic.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Develop Training Content for Each Mandated Topic.md,Develop Training Content for Each Mandated Topic.md,.md,2319,1764319920000000000,1773906676066000000,77020,9fb979d27745fb657282aa924a0ac26434c24d649b850468e7862cabe330a17d,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Dilia.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Dilia.md,Dilia.md,.md,1175,1764319892000000000,1773906676098000000,77021,9df6fcd6e6cf58fe623d8a2df17237f353628987a6ad236649b1acff9cfd4fba,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Dinora C Reyes LLC.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Dinora C Reyes LLC.md,Dinora C Reyes LLC.md,.md,1185,1764319892000000000,1773906676138000000,77022,fdd816bdcdc9b8c5b79b0eddb82b2c41d068bb0b261a4ed049fc4028452cd18a,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Director.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Director.md,Director.md,.md,336,1764319890000000000,1773906676172000000,77023,00347f38e93e2adf377bfdce41ca47e222c7dce01e002538275f5933cb3b7b63,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/DocEZ - Print B Color (10pgs) 1fef84a044028012be8ddc0dd80bd97b.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\DocEZ - Print B Color (10pgs) 1fef84a044028012be8ddc0dd80bd97b.md,DocEZ - Print B Color (10pgs) 1fef84a044028012be8ddc0dd80bd97b.md,.md,4458,1762931818000000000,1773906676208000000,77024,f117c0f5bdeae61ba0d6b53982fb56869d12159eb91625ce292a16fd3a05578c,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/El Amigo Chapin LLC.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\El Amigo Chapin LLC.md,El Amigo Chapin LLC.md,.md,1237,1764319892000000000,1773906676310000000,77025,236e70a02ca120bd43b9e1233082e8e64349a52d0150f3fda42c945cf7c25f6d,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/El Kiosco d b a Chimis.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\El Kiosco d b a Chimis.md,El Kiosco d b a Chimis.md,.md,1226,1764319892000000000,1773906676347000000,77026,4aafa2c3fbf18c52ef5ed5adee419c42a2feacf57cb4926e37727b2d871d8aee,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/ElevenLabs_Untitled_project (1).mp3,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\ElevenLabs_Untitled_project (1).mp3,ElevenLabs_Untitled_project (1).mp3,.mp3,101636,1764041028000000000,1773906676387000000,77027,51943b50cdf637866e36d3a2be7bccf121b69b3714979d626ef4bf2f3f1f4b64,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/ElevenLabs_Untitled_project.mp3,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\ElevenLabs_Untitled_project.mp3,ElevenLabs_Untitled_project.mp3,.mp3,420120,1764040116000000000,1773906676428000000,77028,2f9e7791e6b422ea3bce58786c4816e7fd2db70f4e050df95f2df83b6586a75d,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Employee Benefits Administration.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Employee Benefits Administration.md,Employee Benefits Administration.md,.md,1624,1764319892000000000,1773906676555000000,77029,f09df2d58bdad33cf44defdc637f587779bf4c6b71a2d2ae66507f30bb62eb8d,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Employee Handbook Creation.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Employee Handbook Creation.md,Employee Handbook Creation.md,.md,1114,1764319890000000000,1773906676599000000,77030,b6c9a5d8a28ce6bc6fddfa07599abf06c88f87e657f6e9c067ce225fb068cee7,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Engineering guides.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Engineering guides.md,Engineering guides.md,.md,532,1764319922000000000,1773906676642000000,77031,cd38521932255b370c5ac32083cf2e533021c944d74f1e946b63a530bbc489b7,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/ENMANUEL A DOS REIS RODRIGUEZ.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\ENMANUEL A DOS REIS RODRIGUEZ.md,ENMANUEL A DOS REIS RODRIGUEZ.md,.md,1135,1764319892000000000,1773906676680000000,77032,300f43550ada056ebda0164fa38c54f62f95930ea04cfaa9be978280f0bf75a5,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Entry Level.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Entry Level.md,Entry Level.md,.md,349,1764319890000000000,1773906676716000000,77033,0daba216db7bce3620937407474e15e32d9d5eae5d8a89fdda6b604c79a17e07,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/env.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\env.md,env.md,.md,368,1764319892000000000,1773906676754000000,77034,b8aa70278edf1853dc3cd4d39fc46bccd76f26070a5d787ea74e956aecb9848e,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Erick Francisco Carreto Vasquez LLC.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Erick Francisco Carreto Vasquez LLC.md,Erick Francisco Carreto Vasquez LLC.md,.md,1372,1764319892000000000,1773906676793000000,77035,c9dddded5ddaf75e5acc232d0c8968bda953829787e649362b477efa810c105f,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Erick Francisco Carreto Vasquez LLC_2.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Erick Francisco Carreto Vasquez LLC_2.md,Erick Francisco Carreto Vasquez LLC_2.md,.md,1469,1764319892000000000,1773906676853000000,77036,32c0a221478014aea2be057987081a806372f2db96d0a656c071af5b0d658301,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Erick Francisco Carreto Vasquez LLC_3.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Erick Francisco Carreto Vasquez LLC_3.md,Erick Francisco Carreto Vasquez LLC_3.md,.md,1468,1764319892000000000,1773906676943000000,77037,8bb8cba658a15327bd2def71e4aa174eb79e7febbee1cb0e063974b2e015b161,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/FCFCU.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\FCFCU.md,FCFCU.md,.md,1090,1764319902000000000,1773906676977000000,77038,cca6fcbdc5ef4cde30d41b7250c551e36bee14b6a69a46b5d6dc94e414dc1c1f,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Federal BOIR Filing Services.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Federal BOIR Filing Services.md,Federal BOIR Filing Services.md,.md,1700,1764319920000000000,1773906677010000000,77039,9dab97cbc7d938e7cb289b7e6ce3ad7c91f7a6f9466afa6975bf689f677f9d0a,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Federal EIN Registration.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Federal EIN Registration.md,Federal EIN Registration.md,.md,1250,1762695760000000000,1773906677046000000,77040,7239fb72cccd9639c5e4d43c57c132b05c2aff08dc609c9c6e22da41e80997ac,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Fenixx LLC.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Fenixx LLC.md,Fenixx LLC.md,.md,1102,1764319892000000000,1773906677079000000,77041,b23cf84be4e15e1569bebf27d8882a8495c51b5fa06295e5a5d5cd953116b9e2,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/file-UP9dDiQBygZ55cTHnewkkD-Zaitullah_MasterPlan.png,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\file-UP9dDiQBygZ55cTHnewkkD-Zaitullah_MasterPlan.png,file-UP9dDiQBygZ55cTHnewkkD-Zaitullah_MasterPlan.png,.png,462540,1763290962000000000,1773906677111000000,77042,0ee7839906aee68ea6789310c4fd1908dafac35b445d3f6c40e3463a14ccea7b,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Finalise Content.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Finalise Content.md,Finalise Content.md,.md,501,1764319922000000000,1773906677146000000,77043,5e4be26d85052dd0bb35ea394db6cc467a3395334052896aa21c22de77873139,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Finished Profile Setup.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Finished Profile Setup.md,Finished Profile Setup.md,.md,674,1764319890000000000,1773906677178000000,77044,ce583f869b99086498826fe07b68f0ec21b50bc95cbbf73996986d9ab7164868,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/First Project.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\First Project.md,First Project.md,.md,901,1764319890000000000,1773906677257000000,77045,016482ad90d67e239ce07a94fed7e0f49a3c284fb0177f18b5b9df8192cf46c5,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Follow-up.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Follow-up.md,Follow-up.md,.md,572,1764319890000000000,1773906677312000000,77046,00c305b3e7e4d4933d025fc3bdb6c39b90fd09c26852f4832faed4056619ed87,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/GAMA'S ROOFING & REMODELING LLC.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\GAMA'S ROOFING & REMODELING LLC.md,GAMA'S ROOFING & REMODELING LLC.md,.md,1334,1764319892000000000,1773906677389000000,77047,407d58ab2c5049b67424b873ffc00cb6e499606f6fc7847d0c80706c1d6a81f1,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Garcia Cleaning Services Inc.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Garcia Cleaning Services Inc.md,Garcia Cleaning Services Inc.md,.md,1478,1764319892000000000,1773906677521000000,77048,9b46eaeb2c8d77c503ac7319be68ffa28ab88dc959a5d9de1c51033573e07ddd,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Garcia Painting Pro LLC.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Garcia Painting Pro LLC.md,Garcia Painting Pro LLC.md,.md,1341,1764319892000000000,1773906678336000000,77049,799ace9ca02fa0ec04c8da233e7aab04af3676814c3e53de2f3abf0834d3ce71,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/General Construction Group LLC.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\General Construction Group LLC.md,General Construction Group LLC.md,.md,1419,1764319922000000000,1773906678506000000,77050,4ab3f074b83672233e69764f544a1b3c463f9930bae1282b152f0d5a9d4d964f,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/General Consult.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\General Consult.md,General Consult.md,.md,1621,1764319892000000000,1773906678591000000,77051,843c5fdab7ed2be1281db98b8de0b66f82ccf34f7bacc60407d672c297cae362,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/gitattributes.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\gitattributes.md,gitattributes.md,.md,398,1764319892000000000,1773906678677000000,77052,b476f2668e03f33276934473e7482a9975eb7717708f6950cdfa3987f12b547d,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/gitignore.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\gitignore.md,gitignore.md,.md,386,1764319892000000000,1773906678731000000,77053,3c6484794561c76aee4e9e318059aa04cf25b21de28712313c0deb418c3568be,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Goal - Mail 2021 Return 8.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Goal - Mail 2021 Return 8.md,Goal - Mail 2021 Return 8.md,.md,720,1764319890000000000,1773906678858000000,77054,9ca5e9f7667635c0c4c1ee8c5a24de8ad54a277904ab47686cec668c5def8f94,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Gurpreet Singe.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Gurpreet Singe.md,Gurpreet Singe.md,.md,409,1764319890000000000,1773906678962000000,77055,1a62a206f98503969621c85ce56cca5cdd35ca98abecc40e6ff426cacb2d05f9,blake3,2026-05-18T18:20:15+00:00
