action_id,plan_id,stage,scan_id,reason,original_rel_path,duplicate_rel_path,duplicate_abs_path,quarantine_rel_path,size,content_hash,status,created_at
PLAN-strict-20260518-130235-000036,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,"30_pending_review/from_10_flow_10_workbench/creastive/_QSaysitPodcast/What Momma Use to Say/What Momma Use to Say, Robyn L. foster.docx","30_pending_review/from_10_flow_10_workbench/creastive/_QSaysitPodcast/What Momma Use to Say/What_momma_use_to_say_robyn_l_foster/What Momma Use to Say, Robyn L. foster.docx","G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\_QSaysitPodcast\What Momma Use to Say\What_momma_use_to_say_robyn_l_foster\What Momma Use to Say, Robyn L. foster.docx","_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/_QSaysitPodcast/What Momma Use to Say/What_momma_use_to_say_robyn_l_foster/What Momma Use to Say, Robyn L. foster.docx",1430511,29c2ab6c2200783c8a94957ab901b5806a2a2c0f85cd29ff8844cafd8551e4a0,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000037,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2060.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2060.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2060.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2060.jpeg,3655038,2a6d4850d21d9df706d30d10292775508761fe91d0fed83e8930fb8499751974,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000038,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2050.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2050.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2050.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2050.jpeg,4357993,2a73d2234db210b56684714ab8b9503ca3ca655847c501d1cdfdbdf2982ad23d,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000039,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/QsManual-to-me/01_Core_Identity_and_Values.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/QsManual-to-me/01_Core_Identity_and_Values.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\QsManual-to-me\01_Core_Identity_and_Values.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/QsManual-to-me/01_Core_Identity_and_Values.md,8013,2c100223fd05e6e656355e0da64dc5eace761e9da0b762f1456c2a72fc838085,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000040,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export-ready/22-acknowledgements.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/22-acknowledgements.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export-ready\22-acknowledgements.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/22-acknowledgements.md,1289,2fca996e19d2df9b72b31a639481ad0447a6fa00bca84d067b5c96077936c3df,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000041,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2032.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2032.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2032.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2032.jpeg,3866076,30ef773d08d72ee41fa43c04d1b52cbd42497297f60c381393c1effc8b97ec44,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000042,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export-ready/MASTER_BOOK.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/MASTER_BOOK.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export-ready\MASTER_BOOK.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/MASTER_BOOK.md,80706,32b629dcf39c21fcefe359dacb4033fdee6cf2dc6cc8b366402590d63d414aa2,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000043,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2022.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2022.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2022.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2022.jpeg,3971532,34d313a1a2f5c170d7f5de7a822360725a2e202009e92dfe62e7f56a64faea52,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000044,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2066.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2066.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2066.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2066.jpeg,3960979,3685dc01801395835114e91a541c42fa1a58cb313c5d4a7af64e736221e406ce,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000045,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export/silence-isnt-distance-ebook.pdf,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export/silence-isnt-distance-ebook.pdf,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export\silence-isnt-distance-ebook.pdf,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export/silence-isnt-distance-ebook.pdf,93155,38cc84940b46aa601066c7cbafaae3b6f945d7c99444e575c061086b8054d2e1,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000046,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/publishing/03-MEDIA-KIT.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/publishing/03-MEDIA-KIT.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\publishing\03-MEDIA-KIT.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/publishing/03-MEDIA-KIT.md,3328,3bd3ccc217bcfab34cfe1b504a070e30ad9086465fa3c7f785912e1debd2f3a8,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000047,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2023.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2023.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2023.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2023.jpeg,4332474,3c2b265974066398023b7fd2b5d8b2bd9b354e63845b7c9315baaa7c500a21fa,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000048,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/QSaysIt-Docs/docs/themes.md,30_pending_review/from_10_flow_10_workbench/creastive/QSaysIt-Docs/docs/themes.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\QSaysIt-Docs\docs\themes.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/QSaysIt-Docs/docs/themes.md,6125,3c7d2b2ec39260670b2058f510eec3fd78e440fd849acfcde7e3d80ac9f8303a,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000049,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2079.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2079.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2079.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2079.jpeg,4316041,3d13f1e41587b3ae63c2db275d2f5e55a7b6e786e8297c60190e2774bb226257,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000050,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/publishing/04-MARKETING-MATERIALS.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/publishing/04-MARKETING-MATERIALS.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\publishing\04-MARKETING-MATERIALS.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/publishing/04-MARKETING-MATERIALS.md,5395,3ea64f91e7cd34c2de00f4899d35cdf73e424004a59f237fefc096adcc5c4f06,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000051,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2034.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2034.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2034.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2034.jpeg,3934113,40c23b6fa6cda3d18e66b86785c5ed40f47622bd0e95709e780da26171ce6f5a,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000052,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export-ready/14-chapter-09-burnout-breakdown-dissociation.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/14-chapter-09-burnout-breakdown-dissociation.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export-ready\14-chapter-09-burnout-breakdown-dissociation.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/14-chapter-09-burnout-breakdown-dissociation.md,3841,41a94457d810edcc4024270e40100c84ca122a33efea5f1b2e5253e9ac7f35d2,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000053,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/publishing/00-PUBLISHING-MASTER-GUIDE.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/publishing/00-PUBLISHING-MASTER-GUIDE.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\publishing\00-PUBLISHING-MASTER-GUIDE.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/publishing/00-PUBLISHING-MASTER-GUIDE.md,3696,4215c76a6b7de4a29b302c1969ec4ab497c4e5d71bf4e57e5f57824f86ea4cc9,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000054,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/QSaysIt-Docs/posts/2025-12-04-high-voltage-moment.md,30_pending_review/from_10_flow_10_workbench/creastive/QSaysIt-Docs/posts/2025-12-04-high-voltage-moment.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\QSaysIt-Docs\posts\2025-12-04-high-voltage-moment.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/QSaysIt-Docs/posts/2025-12-04-high-voltage-moment.md,509,426ee16c4cfb0fd85a4f4eae5b44de3932c0ad989360cba7baf7e89a68b8360d,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000055,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2028.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2028.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2028.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2028.jpeg,3835539,433c5062b9185ce0a6600e1c01a6c50895484ff7a48b2a688771999707c1d116,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000056,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export-ready/20-chapter-15-coming-home-to-silence.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/20-chapter-15-coming-home-to-silence.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export-ready\20-chapter-15-coming-home-to-silence.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/20-chapter-15-coming-home-to-silence.md,2366,4345e776082afe0e86d42a225e732646ea120e7b5a85fc14f15ae92bd0975e5f,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000057,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export-ready/23-about-the-author.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/23-about-the-author.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export-ready\23-about-the-author.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/23-about-the-author.md,1248,45073a5b7704c2cc9e9bd7cdd1af4712e6295a17eb6110cfdf43269bf3e4561c,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000058,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/QsManual-to-me/clinical/PERSONALITY_SYSTEM_ARCHITECTURE.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/QsManual-to-me/clinical/PERSONALITY_SYSTEM_ARCHITECTURE.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\QsManual-to-me\clinical\PERSONALITY_SYSTEM_ARCHITECTURE.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/QsManual-to-me/clinical/PERSONALITY_SYSTEM_ARCHITECTURE.md,8891,45e8604d9925c2ad8edccd7ce37ade88b2c93325a11c9f2cfae54732012df2ff,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000059,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/The QiAlly Manifesto/_The QiAlly Manifesto.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/The QiAlly Manifesto/_The QiAlly Manifesto.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\The QiAlly Manifesto\_The QiAlly Manifesto.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/The QiAlly Manifesto/_The QiAlly Manifesto.md,142,465b20ebc90eeb46e331cc385198338a462921be2e25e7a76c11d6194020d0c4,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000060,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export-ready/10-chapter-05-shutdown-triggers.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/10-chapter-05-shutdown-triggers.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export-ready\10-chapter-05-shutdown-triggers.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/10-chapter-05-shutdown-triggers.md,4403,47d36dddab3ff2e2ebcd4bc9803f86618b95f9c97de46e487629bf0d612679f3,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000061,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2075.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2075.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2075.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2075.jpeg,3582036,48062d0108b8b7ae8de99326c42f3c48db55df6f5e8d79e26f22c70c60f29450,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000062,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2100.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2100.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2100.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2100.jpeg,3841593,49d2f374ac5d4f4abb2d745d99c2c1d86aaffbc859aca3fb9a4cf44e2eb36fa7,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000063,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/publishing/08-EXPORT-PIPELINE.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/publishing/08-EXPORT-PIPELINE.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\publishing\08-EXPORT-PIPELINE.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/publishing/08-EXPORT-PIPELINE.md,5381,4a998f5a4f642e7db08bed6241d54aecac8b3932d18bf55bc26e92a2ab9142c9,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000064,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export/Silence-Isnt-Distance-ELEVENREADER.txt,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export/Silence-Isnt-Distance-ELEVENREADER.txt,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export\Silence-Isnt-Distance-ELEVENREADER.txt,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export/Silence-Isnt-Distance-ELEVENREADER.txt,82391,4c6021ebba9e670196876dbd9be8f8977e4351f3618ff256faed7924e6c6f8d4,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000065,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2067.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2067.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2067.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2067.jpeg,3452475,4fc6928b2374a1c074bff875a4088b5502de48245c43b6a962bb9f9ff9136a3f,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000066,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/docs/READER_IMPLEMENTATION.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/docs/READER_IMPLEMENTATION.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\docs\READER_IMPLEMENTATION.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/docs/READER_IMPLEMENTATION.md,4104,544041193592fa5fa2931d071e763fe135fbb0914dd844045a83d3b49c92378d,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000067,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/QSaysIt-Docs/the-onion-effect/02_social-avoidance.md,30_pending_review/from_10_flow_10_workbench/creastive/QSaysIt-Docs/the-onion-effect/02_social-avoidance.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\QSaysIt-Docs\the-onion-effect\02_social-avoidance.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/QSaysIt-Docs/the-onion-effect/02_social-avoidance.md,2740,57608fdf3e17827d88fb804beac172423eacad7212f2719398fcdc5bdfcef11c,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000068,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2076.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2076.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2076.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2076.jpeg,4025860,577026ca97105cfc9eb0e3f5668065274f7ef22cf4d298bf19faa99257c6fc10,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000069,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export-ready/00-cover.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/00-cover.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export-ready\00-cover.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/00-cover.md,191,59cee5c0faab882baff27d187f00228d2eedcc2009fcbb98772b92ef64734cfb,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000070,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2094.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2094.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2094.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2094.jpeg,3154875,5a30eeac651ff207b453617f9c297c83988c5752c8c2f081cf958978c96e84d9,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000071,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2068.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2068.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2068.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2068.jpeg,3874484,5a5134932ba1c16d9317cd8c24bae1ada57fe34af460fd1fdc31b0a863ae192b,planned,2026-05-18T18:02:35+00:00
